"Text-raw","IsAVerse","Verse-temp","Chapter 1","AnyChapter","IsABook","Type","Chapter","Text"
"151 But behold, they were put into the heart of Gadianton by that same being who did entice our first parents to partake of the forbidden fruit, yea, that same being who did plot with Cain, that if he would murder his brother Abel, it should not be known unto the world.",1,151,0,0,0,"verse",2,"But behold, they were put into the heart of Gadianton by that same being who did entice our first parents to partake of the forbidden fruit, yea, that same being who did plot with Cain, that if he would murder his brother Abel, it should not be known unto the world."
"152 And he did plot with Cain and his followers from that time forth.",1,152,0,0,0,"verse",2,"And he did plot with Cain and his followers from that time forth."
"153 And also it is that same being who put it into the hearts of the people to build a tower sufficiently high that they might get to heaven.",1,153,0,0,0,"verse",2,"And also it is that same being who put it into the hearts of the people to build a tower sufficiently high that they might get to heaven."
"154 And it was that same being who led on the people who came from that tower into this land, who spread the works of darkness and abominations over all the face of the land until he dragged the people down to an entire destruction and to an everlasting hell,",1,154,0,0,0,"verse",2,"And it was that same being who led on the people who came from that tower into this land, who spread the works of darkness and abominations over all the face of the land until he dragged the people down to an entire destruction and to an everlasting hell,"
"155 Yea, it is that same being who put it into the heart of Gadianton to still carry on the work of darkness and of secret murder; and he has brought it forth from the beginning of man, even down to this time.",1,155,0,0,0,"verse",2,"Yea, it is that same being who put it into the heart of Gadianton to still carry on the work of darkness and of secret murder; and he has brought it forth from the beginning of man, even down to this time."
"156 And behold, it is he who is the author of all sin. And behold, he doth carry on his works of darkness and secret murder, and doth hand down their plots, and their oaths, and their covenants, and their plans of awful wickedness from generation to generation, according as he can get hold upon the hearts of the children of men.",1,156,0,0,0,"verse",2,"And behold, it is he who is the author of all sin. And behold, he doth carry on his works of darkness and secret murder, and doth hand down their plots, and their oaths, and their covenants, and their plans of awful wickedness from generation to generation, according as he can get hold upon the hearts of the children of men."
"157 And now, behold, he had got great hold upon the hearts of the Nephites, yea, insomuch that they had become exceeding wicked;",1,157,0,0,0,"verse",2,"And now, behold, he had got great hold upon the hearts of the Nephites, yea, insomuch that they had become exceeding wicked;"
"158 Yea, the more part of them had turned out of the way of righteousness, and did trample under their feet the commandments of God, and did turn unto their own ways, and did build up unto themselves idols of their gold and their silver.",1,158,0,0,0,"verse",2,"Yea, the more part of them had turned out of the way of righteousness, and did trample under their feet the commandments of God, and did turn unto their own ways, and did build up unto themselves idols of their gold and their silver."
"159 And it came to pass that all these iniquities did come unto them in the space of not many years, insomuch that a more part of it had come unto them in the sixty and seventh year of the reign of the judges over the people of Nephi.",1,159,0,0,0,"verse",2,"And it came to pass that all these iniquities did come unto them in the space of not many years, insomuch that a more part of it had come unto them in the sixty and seventh year of the reign of the judges over the people of Nephi."
"160 And they did grow in their iniquities in the sixty and eighth year also, to the great sorrow and lamentation of the righteous.",1,160,0,0,0,"verse",2,"And they did grow in their iniquities in the sixty and eighth year also, to the great sorrow and lamentation of the righteous."
"161 And thus we see that the Nephites did begin to dwindle in unbelief and grow in wickedness and abominations, while the Lamanites began to grow exceedingly in the knowledge of their God; yea, they did begin to keep his statutes and commandments and to walk in truth and uprightness before him.",1,161,0,0,0,"verse",2,"And thus we see that the Nephites did begin to dwindle in unbelief and grow in wickedness and abominations, while the Lamanites began to grow exceedingly in the knowledge of their God; yea, they did begin to keep his statutes and commandments and to walk in truth and uprightness before him."
"162 And thus we see that the Spirit of the Lord began to withdraw from the Nephites because of the wickedness and the hardness of their hearts.",1,162,0,0,0,"verse",2,"And thus we see that the Spirit of the Lord began to withdraw from the Nephites because of the wickedness and the hardness of their hearts."
"163 And thus we see that the Lord began to pour out his Spirit upon the Lamanites because of their easiness and willingness to believe in his word.",1,163,0,0,0,"verse",2,"And thus we see that the Lord began to pour out his Spirit upon the Lamanites because of their easiness and willingness to believe in his word."
"164 And it came to pass that the Lamanites did hunt the band of robbers of Gadianton; and they did preach the word of God among the more wicked part of them, insomuch that this band of robbers was utterly destroyed from among the Lamanites.",1,164,0,0,0,"verse",2,"And it came to pass that the Lamanites did hunt the band of robbers of Gadianton; and they did preach the word of God among the more wicked part of them, insomuch that this band of robbers was utterly destroyed from among the Lamanites."
"165 And it came to pass on the other hand, that the Nephites did build them up and support them, beginning at the more wicked part of them, until they had overspread all the land of the Nephites and had seduced the more part of the righteous until they had come down to believe in their works, and partake of their spoils, and to join with them in their secret murders and combinations.",1,165,0,0,0,"verse",2,"And it came to pass on the other hand, that the Nephites did build them up and support them, beginning at the more wicked part of them, until they had overspread all the land of the Nephites and had seduced the more part of the righteous until they had come down to believe in their works, and partake of their spoils, and to join with them in their secret murders and combinations."
"166 And thus they did obtain the sole management of the government, insomuch that they did trample under their feet, and smite, and rend, and turn their backs upon the poor, and the meek, and the humble followers of God.",1,166,0,0,0,"verse",2,"And thus they did obtain the sole management of the government, insomuch that they did trample under their feet, and smite, and rend, and turn their backs upon the poor, and the meek, and the humble followers of God."
"167 And thus we see that they were in an awful state and ripening for an everlasting destruction.",1,167,0,0,0,"verse",2,"And thus we see that they were in an awful state and ripening for an everlasting destruction."
"168 And it came to pass that thus ended the sixty and eighth year of the reign of the judges over the people of Nephi.",1,168,0,0,0,"verse",2,"And it came to pass that thus ended the sixty and eighth year of the reign of the judges over the people of Nephi."
"CHAPTER 3",0,1,0,1,0,"pericope",3,"CHAPTER 3"
"THE PROPHECY OF NEPHI, THE SON OF HELAMAN",0,1,0,0,0,"pericope",3,"THE PROPHECY OF NEPHI, THE SON OF HELAMAN"
"God threatens the people of Nephi that he will visit them in his anger, to their utter destruction, except they repent of their wickedness. God smiteth the people of Nephi with pestilence; they repent and turn unto him. Nephi calls the people to repentance and prophesies of Christ. Judges stir up people against Nephi, who tells of the chief judge's murder. God empowers Nephi and instructs him further. The people reject Nephi's words.",0,1,0,0,0,"pericope",3,"God threatens the people of Nephi that he will visit them in his anger, to their utter destruction, except they repent of their wickedness. God smiteth the people of Nephi with pestilence; they repent and turn unto him. Nephi calls the people to repentance and prophesies of Christ. Judges stir up people against Nephi, who tells of the chief judge's murder. God empowers Nephi and instructs him further. The people reject Nephi's words."
"1 Behold, now it came to pass in the sixty and ninth year of the reign of the judges over the people of the Nephites, that Nephi, the son of Helaman, returned to the land of Zarahemla from the land northward; for he had been forth among the people who were in the land northward, and did preach the word of God unto them, and did prophesy many things unto them.",1,1,0,0,0,"verse",3,"Behold, now it came to pass in the sixty and ninth year of the reign of the judges over the people of the Nephites, that Nephi, the son of Helaman, returned to the land of Zarahemla from the land northward; for he had been forth among the people who were in the land northward, and did preach the word of God unto them, and did prophesy many things unto them."
"2 And they did reject all his words, insomuch that he could not stay among them but returned again unto the land of his nativity;",1,2,0,0,0,"verse",3,"And they did reject all his words, insomuch that he could not stay among them but returned again unto the land of his nativity;"
"3 And seeing the people in a state of such awful wickedness--and those Gadianton robbers filling the judgment seats, having usurped the power and authority of the land; laying aside the commandments of God, and not in the least aright before him; doing no justice unto the children of men; condemning the righteous because of their righteousness; letting the guilty and the wicked go unpunished because of their money;",1,3,0,0,0,"verse",3,"And seeing the people in a state of such awful wickedness--and those Gadianton robbers filling the judgment seats, having usurped the power and authority of the land; laying aside the commandments of God, and not in the least aright before him; doing no justice unto the children of men; condemning the righteous because of their righteousness; letting the guilty and the wicked go unpunished because of their money;"
"4 And moreover, to be held in office, at the head of government, to rule and do according to their wills, that they might get gain and glory of the world; and moreover, that they might the more easily commit adultery, and steal, and kill, and do according to their own wills.",1,4,0,0,0,"verse",3,"And moreover, to be held in office, at the head of government, to rule and do according to their wills, that they might get gain and glory of the world; and moreover, that they might the more easily commit adultery, and steal, and kill, and do according to their own wills."
"5 Now this great iniquity had come upon the Nephites in the space of not many years; and when Nephi saw it, his heart was swollen with sorrow within his breast.",1,5,0,0,0,"verse",3,"Now this great iniquity had come upon the Nephites in the space of not many years; and when Nephi saw it, his heart was swollen with sorrow within his breast."
"6 And he did exclaim in the agony of his soul, Oh, that I could have had my days in the days when my father Nephi first came out of the land of Jerusalem, that I could have joyed with him in the promised land!",1,6,0,0,0,"verse",3,"And he did exclaim in the agony of his soul, Oh, that I could have had my days in the days when my father Nephi first came out of the land of Jerusalem, that I could have joyed with him in the promised land!"
"7 Then were his people easy to be entreated, firm to keep the commandments of God, and slow to be led to do iniquity; and they were quick to hearken unto the words of the Lord;",1,7,0,0,0,"verse",3,"Then were his people easy to be entreated, firm to keep the commandments of God, and slow to be led to do iniquity; and they were quick to hearken unto the words of the Lord;"
"8 Yea, if my days could have been in those days, then would my soul have had joy in the righteousness of my brethren.",1,8,0,0,0,"verse",3,"Yea, if my days could have been in those days, then would my soul have had joy in the righteousness of my brethren."
"9 But behold, I am consigned that these are my days and that my soul shall be filled with sorrow because of this, the wickedness of my brethren.",1,9,0,0,0,"verse",3,"But behold, I am consigned that these are my days and that my soul shall be filled with sorrow because of this, the wickedness of my brethren."
"10 And behold, now it came to pass that it was upon a tower, which was in the garden of Nephi, which was by the highway which led to the chief market, which was in the city of Zarahemla;",1,10,0,0,0,"verse",3,"And behold, now it came to pass that it was upon a tower, which was in the garden of Nephi, which was by the highway which led to the chief market, which was in the city of Zarahemla;"
"11 Therefore, Nephi had bowed himself upon the tower which was in his garden, which tower was also near unto the garden gate which led by the highway.",1,11,0,0,0,"verse",3,"Therefore, Nephi had bowed himself upon the tower which was in his garden, which tower was also near unto the garden gate which led by the highway."
"12 And it came to pass that there were certain men passing by and saw Nephi as he was pouring out his soul unto God upon the tower, and they ran and told the people what they had seen; and the people came together in multitudes that they might know the cause of so great mourning for the wickedness of the people.",1,12,0,0,0,"verse",3,"And it came to pass that there were certain men passing by and saw Nephi as he was pouring out his soul unto God upon the tower, and they ran and told the people what they had seen; and the people came together in multitudes that they might know the cause of so great mourning for the wickedness of the people."
"13 And now, when Nephi arose, he beheld the multitudes of people who had gathered together.",1,13,0,0,0,"verse",3,"And now, when Nephi arose, he beheld the multitudes of people who had gathered together."
"14 And it came to pass that he opened his mouth and said unto them, Behold, why have ye gathered yourselves together? That I may tell you of your iniquities?",1,14,0,0,0,"verse",3,"And it came to pass that he opened his mouth and said unto them, Behold, why have ye gathered yourselves together? That I may tell you of your iniquities?"
"15 Yea, because I have got upon my tower, that I might pour out my soul unto my God because of the exceeding sorrow of my heart, which is because of your iniquities?",1,15,0,0,0,"verse",3,"Yea, because I have got upon my tower, that I might pour out my soul unto my God because of the exceeding sorrow of my heart, which is because of your iniquities?"
"16 And because of my mourning and lamentation, ye have gathered yourselves together and do marvel; yea, and ye have great need to marvel;",1,16,0,0,0,"verse",3,"And because of my mourning and lamentation, ye have gathered yourselves together and do marvel; yea, and ye have great need to marvel;"
"17 Yea, ye ought to marvel because ye are given away, that the devil has got so great hold upon your hearts. Yea, how could ye have given away to the enticing of him who is seeking to hurl away your souls down to everlasting misery and endless wo?",1,17,0,0,0,"verse",3,"Yea, ye ought to marvel because ye are given away, that the devil has got so great hold upon your hearts. Yea, how could ye have given away to the enticing of him who is seeking to hurl away your souls down to everlasting misery and endless wo?"
"18 Oh, repent ye, repent ye! Why will ye die? Turn ye, turn ye unto the Lord, your God. Why has he forsaken you?",1,18,0,0,0,"verse",3,"Oh, repent ye, repent ye! Why will ye die? Turn ye, turn ye unto the Lord, your God. Why has he forsaken you?"
"19 It is because you have hardened your hearts; yea, ye will not hearken unto the voice of the Good Shepherd; yea, ye have provoked him to anger against you.",1,19,0,0,0,"verse",3,"It is because you have hardened your hearts; yea, ye will not hearken unto the voice of the Good Shepherd; yea, ye have provoked him to anger against you."
"20 And behold, instead of gathering you, except ye will repent, behold, he shall scatter you forth, that ye shall become meat for dogs and wild beasts.",1,20,0,0,0,"verse",3,"And behold, instead of gathering you, except ye will repent, behold, he shall scatter you forth, that ye shall become meat for dogs and wild beasts."
"21 Oh, how could you have forgotten your God in the very day that he has delivered you?",1,21,0,0,0,"verse",3,"Oh, how could you have forgotten your God in the very day that he has delivered you?"
"22 But behold, it is to get gain, to be praised of men, yea, and that ye might get gold and silver.",1,22,0,0,0,"verse",3,"But behold, it is to get gain, to be praised of men, yea, and that ye might get gold and silver."
"23 And ye have set your hearts upon the riches and the vain things of this world, for the which ye do murder, and plunder, and steal, and bear false witness against your neighbor, and do all manner of iniquity; and for this cause wo shall come unto you except ye shall repent.",1,23,0,0,0,"verse",3,"And ye have set your hearts upon the riches and the vain things of this world, for the which ye do murder, and plunder, and steal, and bear false witness against your neighbor, and do all manner of iniquity; and for this cause wo shall come unto you except ye shall repent."
"24 For if ye will not repent, behold, this great city and also all those great cities which are round about, which are in the land of our possession, shall be taken away, that ye shall have no place in them; for behold, the Lord will not grant unto you strength, as he has hitherto done, to withstand against your enemies.",1,24,0,0,0,"verse",3,"For if ye will not repent, behold, this great city and also all those great cities which are round about, which are in the land of our possession, shall be taken away, that ye shall have no place in them; for behold, the Lord will not grant unto you strength, as he has hitherto done, to withstand against your enemies."
"25 For behold, thus saith the Lord, I will not show unto the wicked of my strength, to one more than the other, save it be unto those who repent of their sins and hearken unto my words.",1,25,0,0,0,"verse",3,"For behold, thus saith the Lord, I will not show unto the wicked of my strength, to one more than the other, save it be unto those who repent of their sins and hearken unto my words."
"26 Now, therefore, I would that ye should behold, my brethren, that it shall be better for the Lamanites than for you, except ye shall repent; for behold, they are more righteous than you; for they have not sinned against that great knowledge which ye have received;",1,26,0,0,0,"verse",3,"Now, therefore, I would that ye should behold, my brethren, that it shall be better for the Lamanites than for you, except ye shall repent; for behold, they are more righteous than you; for they have not sinned against that great knowledge which ye have received;"
"27 Therefore, the Lord will be merciful unto them; yea, he will lengthen out their days and increase their seed even when thou shalt be utterly destroyed, except thou shalt repent.",1,27,0,0,0,"verse",3,"Therefore, the Lord will be merciful unto them; yea, he will lengthen out their days and increase their seed even when thou shalt be utterly destroyed, except thou shalt repent."
"28 Yea, wo be unto you because of that great abomination which has come among you; and ye have united yourselves unto it, yea, to that secret band which was established by Gadianton.",1,28,0,0,0,"verse",3,"Yea, wo be unto you because of that great abomination which has come among you; and ye have united yourselves unto it, yea, to that secret band which was established by Gadianton."
"29 Yea, wo shall come unto you because of that pride which ye have suffered to enter your hearts, which has lifted you up beyond that which is good because of your exceeding great riches; yea, wo be unto you because of your wickedness and abominations.",1,29,0,0,0,"verse",3,"Yea, wo shall come unto you because of that pride which ye have suffered to enter your hearts, which has lifted you up beyond that which is good because of your exceeding great riches; yea, wo be unto you because of your wickedness and abominations."
"30 And except ye repent, ye shall perish; yea, even your lands shall be taken from you, and ye shall be destroyed from off the face of the earth.",1,30,0,0,0,"verse",3,"And except ye repent, ye shall perish; yea, even your lands shall be taken from you, and ye shall be destroyed from off the face of the earth."
"31 Behold, now I do not say that these things shall be, of myself, because it is not of myself that I know these things; but behold, I know that these things are true because the Lord God has made them known unto me; therefore, I testify that they shall be.",1,31,0,0,0,"verse",3,"Behold, now I do not say that these things shall be, of myself, because it is not of myself that I know these things; but behold, I know that these things are true because the Lord God has made them known unto me; therefore, I testify that they shall be."
"32 And now, it came to pass that when Nephi had said these words, behold, there were men who were judges, who also belonged to the secret band of Gadianton; and they were angry,",1,32,0,0,0,"verse",3,"And now, it came to pass that when Nephi had said these words, behold, there were men who were judges, who also belonged to the secret band of Gadianton; and they were angry,"
"33 And they cried out against him, saying unto the people, Why do ye not seize upon this man and bring him forth, that he may be condemned according to the crime which he has done?",1,33,0,0,0,"verse",3,"And they cried out against him, saying unto the people, Why do ye not seize upon this man and bring him forth, that he may be condemned according to the crime which he has done?"
"34 Why seest thou this man and hearest him revile against this people and against our law?",1,34,0,0,0,"verse",3,"Why seest thou this man and hearest him revile against this people and against our law?"
"35 For behold, Nephi had spoken unto them concerning the corruptness of their law; yea, many things did Nephi speak which cannot be written; and nothing did he speak which was contrary to the commandments of God.",1,35,0,0,0,"verse",3,"For behold, Nephi had spoken unto them concerning the corruptness of their law; yea, many things did Nephi speak which cannot be written; and nothing did he speak which was contrary to the commandments of God."
"36 And those judges were angry with him because he spake plain unto them concerning their secret works of darkness; nevertheless, they durst not lay their own hands upon him, for they feared the people, lest they should cry out against them. Therefore, they did cry unto the people, saying, Why do ye suffer this man to revile against us?",1,36,0,0,0,"verse",3,"And those judges were angry with him because he spake plain unto them concerning their secret works of darkness; nevertheless, they durst not lay their own hands upon him, for they feared the people, lest they should cry out against them. Therefore, they did cry unto the people, saying, Why do ye suffer this man to revile against us?"
"37 For behold, he doth condemn all this people, even unto destruction; yea, and also that these our great cities shall be taken from us, that we shall have no place in them.",1,37,0,0,0,"verse",3,"For behold, he doth condemn all this people, even unto destruction; yea, and also that these our great cities shall be taken from us, that we shall have no place in them."
"38 And now, we know that this is impossible; for behold, we are powerful and our cities great; therefore, our enemies can have no power over us.",1,38,0,0,0,"verse",3,"And now, we know that this is impossible; for behold, we are powerful and our cities great; therefore, our enemies can have no power over us."
"39 And it came to pass that thus they did stir up the people to anger against Nephi and raised contentions among them; for there were some who did cry out, Let this man alone, for he is a good man; and those things which he saith will surely come to pass except we repent;",1,39,0,0,0,"verse",3,"And it came to pass that thus they did stir up the people to anger against Nephi and raised contentions among them; for there were some who did cry out, Let this man alone, for he is a good man; and those things which he saith will surely come to pass except we repent;"
"40 Yea, behold, all the judgments will come upon us which he has testified unto us; for we know that he has testified aright unto us concerning our iniquities.",1,40,0,0,0,"verse",3,"Yea, behold, all the judgments will come upon us which he has testified unto us; for we know that he has testified aright unto us concerning our iniquities."
"41 And behold, they are many; and he knoweth as well all things which shall befall us as he knoweth of our iniquities; yea, and behold, if he had not been a prophet, he could not have testified concerning those things.",1,41,0,0,0,"verse",3,"And behold, they are many; and he knoweth as well all things which shall befall us as he knoweth of our iniquities; yea, and behold, if he had not been a prophet, he could not have testified concerning those things."
"42 And it came to pass that those people who sought to destroy Nephi were compelled, because of their fear, that they did not lay their hands on him.",1,42,0,0,0,"verse",3,"And it came to pass that those people who sought to destroy Nephi were compelled, because of their fear, that they did not lay their hands on him."
"43 Therefore, he began again to speak unto them, seeing that he had gained favor in the eyes of some, insomuch that the remainder of them did fear.",1,43,0,0,0,"verse",3,"Therefore, he began again to speak unto them, seeing that he had gained favor in the eyes of some, insomuch that the remainder of them did fear."
"44 Therefore, he was constrained to speak more unto them, saying, Behold, my brethren, have ye not read that God gave power unto one man, even Moses, to smite upon the waters of the Red Sea; and they parted hither and thither, insomuch that the Israelites, who were our fathers, came through upon dry ground; and the waters closed upon the armies of the Egyptians and swallowed them up?",1,44,0,0,0,"verse",3,"Therefore, he was constrained to speak more unto them, saying, Behold, my brethren, have ye not read that God gave power unto one man, even Moses, to smite upon the waters of the Red Sea; and they parted hither and thither, insomuch that the Israelites, who were our fathers, came through upon dry ground; and the waters closed upon the armies of the Egyptians and swallowed them up?"
"45 And now, behold, if God gave unto this man such power, then why should ye dispute among yourselves and say that he hath given unto me no power whereby I may know concerning the judgments that shall come upon you except ye repent?",1,45,0,0,0,"verse",3,"And now, behold, if God gave unto this man such power, then why should ye dispute among yourselves and say that he hath given unto me no power whereby I may know concerning the judgments that shall come upon you except ye repent?"
"46 But behold, ye not only deny my words; but ye also deny all the words which hath been spoken by our fathers, and also the words which were spoken by this man, Moses, who had such great power given unto him--yea, the words which he hath spoken concerning the coming of the Messiah.",1,46,0,0,0,"verse",3,"But behold, ye not only deny my words; but ye also deny all the words which hath been spoken by our fathers, and also the words which were spoken by this man, Moses, who had such great power given unto him--yea, the words which he hath spoken concerning the coming of the Messiah."
"47 Yea, did he not bear record that the Son of God should come? And as he lifted up the brazen serpent in the wilderness, even so shall he be lifted up, who should come.",1,47,0,0,0,"verse",3,"Yea, did he not bear record that the Son of God should come? And as he lifted up the brazen serpent in the wilderness, even so shall he be lifted up, who should come."
"48 And as many as should look upon that serpent should live, even so as many as should look upon the Son of God with faith, having a contrite spirit, might live, even unto that life which is eternal.",1,48,0,0,0,"verse",3,"And as many as should look upon that serpent should live, even so as many as should look upon the Son of God with faith, having a contrite spirit, might live, even unto that life which is eternal."
"49 And now, behold, Moses did not only testify of these things but also all the holy prophets from his days even to the days of Abraham.",1,49,0,0,0,"verse",3,"And now, behold, Moses did not only testify of these things but also all the holy prophets from his days even to the days of Abraham."
"50 Yea, and behold, Abraham saw of his coming, and was filled with gladness, and did rejoice.",1,50,0,0,0,"verse",3,"Yea, and behold, Abraham saw of his coming, and was filled with gladness, and did rejoice."
"51 Yea, and behold, I say unto you that Abraham not only knew of these things, but there were many before the days of Abraham who were called by the order of God, yea, even after the order of his Son--",1,51,0,0,0,"verse",3,"Yea, and behold, I say unto you that Abraham not only knew of these things, but there were many before the days of Abraham who were called by the order of God, yea, even after the order of his Son--"
"52 And this that it should be shown unto the people a great many thousand years before his coming, that even redemption should come unto them.",1,52,0,0,0,"verse",3,"And this that it should be shown unto the people a great many thousand years before his coming, that even redemption should come unto them."
"53 And now, I would that ye should know that even since the days of Abraham there have been many prophets that have testified these things; yea, behold, the prophet Zenos did testify boldly, for the which he was slain--",1,53,0,0,0,"verse",3,"And now, I would that ye should know that even since the days of Abraham there have been many prophets that have testified these things; yea, behold, the prophet Zenos did testify boldly, for the which he was slain--"
"54 And behold, also Zenock, and also Ezaias, and also Isaiah, and Jeremiah (Jeremiah being that same prophet who testified of the destruction of Jerusalem).",1,54,0,0,0,"verse",3,"And behold, also Zenock, and also Ezaias, and also Isaiah, and Jeremiah (Jeremiah being that same prophet who testified of the destruction of Jerusalem)."
"55 And now, we know that Jerusalem was destroyed according to the words of Jeremiah. Oh, then why not the Son of God come according to his prophecy?",1,55,0,0,0,"verse",3,"And now, we know that Jerusalem was destroyed according to the words of Jeremiah. Oh, then why not the Son of God come according to his prophecy?"
"56 And now, will ye dispute that Jerusalem was destroyed? Will ye say that the sons of Zedekiah were not slain, all except it were Mulek?",1,56,0,0,0,"verse",3,"And now, will ye dispute that Jerusalem was destroyed? Will ye say that the sons of Zedekiah were not slain, all except it were Mulek?"
"57 Yea, and do ye not behold that the seed of Zedekiah are with us, and they were driven out of the land of Jerusalem?",1,57,0,0,0,"verse",3,"Yea, and do ye not behold that the seed of Zedekiah are with us, and they were driven out of the land of Jerusalem?"
"58 But behold, this is not all. Our father Lehi was driven out of Jerusalem because he testified of these things.",1,58,0,0,0,"verse",3,"But behold, this is not all. Our father Lehi was driven out of Jerusalem because he testified of these things."
"59 Nephi also testified of these things and also almost all of our fathers, even down to this time; yea, they have testified of the coming of Christ, and have looked forward, and have rejoiced in his day which is to come.",1,59,0,0,0,"verse",3,"Nephi also testified of these things and also almost all of our fathers, even down to this time; yea, they have testified of the coming of Christ, and have looked forward, and have rejoiced in his day which is to come."
"60 And behold, he is God, and he is with them, and he did manifest himself unto them that they were redeemed by him; and they gave unto him glory because of that which is to come.",1,60,0,0,0,"verse",3,"And behold, he is God, and he is with them, and he did manifest himself unto them that they were redeemed by him; and they gave unto him glory because of that which is to come."
"61 And now, seeing ye know these things and cannot deny them, except ye shall lie, therefore, in this ye have sinned; for ye have rejected all these things, notwithstanding so many evidences which ye have received;",1,61,0,0,0,"verse",3,"And now, seeing ye know these things and cannot deny them, except ye shall lie, therefore, in this ye have sinned; for ye have rejected all these things, notwithstanding so many evidences which ye have received;"
"62 Yea, even ye have received all things, both things in heaven and all things which are in the earth, as a witness that they are true.",1,62,0,0,0,"verse",3,"Yea, even ye have received all things, both things in heaven and all things which are in the earth, as a witness that they are true."
"63 But behold, ye have rejected the truth and rebelled against your holy God; and even at this time, instead of laying up for yourselves treasures in heaven, where nothing doth corrupt and where nothing can come which is unclean, ye are heaping up for yourselves wrath against the day of judgment;",1,63,0,0,0,"verse",3,"But behold, ye have rejected the truth and rebelled against your holy God; and even at this time, instead of laying up for yourselves treasures in heaven, where nothing doth corrupt and where nothing can come which is unclean, ye are heaping up for yourselves wrath against the day of judgment;"
"64 Yea, even at this time ye are ripening--because of your murders, and your fornication, and wickedness--for everlasting destruction; yea, and except ye repent, it will come unto you soon;",1,64,0,0,0,"verse",3,"Yea, even at this time ye are ripening--because of your murders, and your fornication, and wickedness--for everlasting destruction; yea, and except ye repent, it will come unto you soon;"
"65 Yea, behold, it is now even at your doors; yea, go ye in unto the judgment seat and search; and behold, your judge is murdered, and he lieth in his blood; and he hath been murdered by his brother, who seeketh to sit in the judgment seat.",1,65,0,0,0,"verse",3,"Yea, behold, it is now even at your doors; yea, go ye in unto the judgment seat and search; and behold, your judge is murdered, and he lieth in his blood; and he hath been murdered by his brother, who seeketh to sit in the judgment seat."
"66 And behold, they both belong to your secret band, whose author is Gadianton and the evil one who seeketh to destroy the souls of men.",1,66,0,0,0,"verse",3,"And behold, they both belong to your secret band, whose author is Gadianton and the evil one who seeketh to destroy the souls of men."
"67 Behold, now it came to pass that when Nephi had spoken these words, certain men who were among them ran to the judgment seat; yea, even there were five who went;",1,67,0,0,0,"verse",3,"Behold, now it came to pass that when Nephi had spoken these words, certain men who were among them ran to the judgment seat; yea, even there were five who went;"
"68 And they said among themselves as they went, Behold, now we will know of a surety whether this man be a prophet and God hath commanded him to prophesy such marvelous things unto us.",1,68,0,0,0,"verse",3,"And they said among themselves as they went, Behold, now we will know of a surety whether this man be a prophet and God hath commanded him to prophesy such marvelous things unto us."
"69 Behold, we do not believe that he hath; yea, we do not believe that he is a prophet; nevertheless, if this thing which he has said concerning the chief judge be true, that he be dead, then will we believe that the other words which he has spoken are true.",1,69,0,0,0,"verse",3,"Behold, we do not believe that he hath; yea, we do not believe that he is a prophet; nevertheless, if this thing which he has said concerning the chief judge be true, that he be dead, then will we believe that the other words which he has spoken are true."
"70 And it came to pass that they ran in their might and came in unto the judgment seat; and behold, the chief judge had fallen to the earth and did lie in his blood.",1,70,0,0,0,"verse",3,"And it came to pass that they ran in their might and came in unto the judgment seat; and behold, the chief judge had fallen to the earth and did lie in his blood."
"71 And now, behold, when they saw this, they were astonished exceedingly, insomuch that they fell to the earth; for they had not believed the words which Nephi had spoken concerning the chief judge;",1,71,0,0,0,"verse",3,"And now, behold, when they saw this, they were astonished exceedingly, insomuch that they fell to the earth; for they had not believed the words which Nephi had spoken concerning the chief judge;"
"72 But now when they saw, they believed; and fear came upon them, lest all the judgments which Nephi had spoken should come upon the people; therefore, they did quake and had fallen to the earth.",1,72,0,0,0,"verse",3,"But now when they saw, they believed; and fear came upon them, lest all the judgments which Nephi had spoken should come upon the people; therefore, they did quake and had fallen to the earth."
"73 Now immediately when the judge had been murdered--he being stabbed by his brother by a garb of secrecy, and he fled; and the servants ran and told the people, raising the cry of murder among them--",1,73,0,0,0,"verse",3,"Now immediately when the judge had been murdered--he being stabbed by his brother by a garb of secrecy, and he fled; and the servants ran and told the people, raising the cry of murder among them--"
"74 And behold, the people did gather themselves together unto the place of the judgment seat; and behold, to their astonishment they saw those five men who had fallen to the earth.",1,74,0,0,0,"verse",3,"And behold, the people did gather themselves together unto the place of the judgment seat; and behold, to their astonishment they saw those five men who had fallen to the earth."
"75 And now, behold, the people knew nothing concerning the multitude which had gathered together at the garden of Nephi; therefore, they said among themselves, These men are they who have murdered the judge, and God has smitten them that they could not flee from us.",1,75,0,0,0,"verse",3,"And now, behold, the people knew nothing concerning the multitude which had gathered together at the garden of Nephi; therefore, they said among themselves, These men are they who have murdered the judge, and God has smitten them that they could not flee from us."
"76 And it came to pass that they laid hold on them, and bound them, and cast them into prison.",1,76,0,0,0,"verse",3,"And it came to pass that they laid hold on them, and bound them, and cast them into prison."
"77 And there was a proclamation sent abroad that the judge was slain and that the murderers had been taken and were cast into prison.",1,77,0,0,0,"verse",3,"And there was a proclamation sent abroad that the judge was slain and that the murderers had been taken and were cast into prison."
"78 And it came to pass that on the morrow, the people did assemble themselves together to mourn and to fast at the burial of the great chief judge who had been slain.",1,78,0,0,0,"verse",3,"And it came to pass that on the morrow, the people did assemble themselves together to mourn and to fast at the burial of the great chief judge who had been slain."
